50.5618	1
42.6966	2
55.0562	3
51.1236	4
53.9326	5
49.4382	6
52.809	7
49.4382	8
51.6854	9
48.3146	10
49.4382	11
50	12
52.2472	13
51.1236	14
51.6854	15
51.1236	16
52.809	17
56.1798	18
54.4944	19
56.1798	20
53.9326	21
53.9326	22
56.1798	23
53.3708	24
55.0562	25
54.4944	26
52.809	27
53.3708	28
52.809	29
51.6854	30
52.809	31
51.1236	32
52.809	33
53.3708	34
50	35
51.6854	36
50.5618	37
48.3146	38
47.7528	39
50	40
48.8764	41
50	42
46.0674	43
47.191	44
44.9438	45
47.191	46
45.5056	47
47.7528	48
48.3146	49
48.8764	50
47.7528	51
48.8764	52
48.3146	53
49.4382	54
48.3146	55
48.3146	56
48.3146	57
48.8764	58
48.3146	59
48.8764	60
47.191	61
47.191	62
47.191	63
48.3146	64
47.191	65
47.191	66
49.4382	67
47.7528	68
48.3146	69
48.8764	70
46.6292	71
44.382	72
46.6292	73
47.191	74
47.7528	75
46.0674	76
45.5056	77
43.2584	78
44.382	79
43.2584	80
45.5056	81
46.0674	82
45.5056	83
46.6292	84
47.7528	85
48.8764	86
48.8764	87
48.3146	88
48.3146	89
48.3146	90
47.7528	91
50	92
48.8764	93
48.3146	94
47.191	95
48.8764	96
47.191	97
48.8764	98
48.8764	99
48.8764	100
48.8764	101
48.8764	102
49.4382	103
48.8764	104
47.191	105
46.6292	106
49.4382	107
47.7528	108
46.0674	109
47.191	110
46.6292	111
47.191	112
46.6292	113
46.6292	114
46.6292	115
46.6292	116
44.9438	117
47.191	118
46.0674	119
44.9438	120
44.9438	121
44.382	122
46.6292	123
45.5056	124
43.2584	125
44.9438	126
45.5056	127
44.9438	128
46.0674	129
43.2584	130
42.1348	131
42.6966	132
42.6966	133
41.573	134
41.573	135
42.6966	136
43.2584	137
41.573	138
42.1348	139
42.1348	140
42.6966	141
41.0112	142
41.573	143
41.0112	144
39.8876	145
39.3258	146
37.6404	147
37.0787	148
37.6404	149
38.2022	150
36.5169	151
37.6404	152
38.2022	153
37.6404	154
37.0787	155
37.6404	156
37.0787	157
37.0787	158
37.0787	159
37.0787	160
37.0787	161
37.0787	162
37.0787	163
37.0787	164
37.0787	165
37.0787	166
37.0787	167
36.5169	168
36.5169	169
36.5169	170
36.5169	171
36.5169	172
36.5169	173
36.5169	174
36.5169	175
36.5169	176
36.5169	177
36.5169	178
